epoch,train_loss,val_loss,lr
1,0.25371825224823424,0.3886434942483902,0.0008
2,0.20612948487202326,0.20492690801620483,0.0008
3,0.1810314866900444,0.10648039519786835,0.0008
4,0.16153262467847931,0.11523532018065452,0.0008
5,0.16139073305659823,0.2264167422056198,0.0008
6,0.1484482810397943,0.10979324251413346,0.0008
7,0.13926253669791752,0.1411591637134552,0.0008
8,0.1320146481692791,0.10611160099506378,0.0008
9,0.13151310169034533,0.0929023216664791,0.0008
10,0.12469301018449995,0.09289322838187218,0.0008
11,0.12442817939652337,0.090054569542408,0.0008
12,0.1263080857694149,0.09944224745035171,0.0008
13,0.11587108795841534,0.08101456850767136,0.0008
14,0.11725522129072083,0.08482666105031968,0.0008
15,0.10945738893416193,0.0799215416610241,0.0008
16,0.1021080374221007,0.07763945877552032,0.0008
17,0.09725806509455046,0.08039817929267884,0.0008
18,0.09451042928629451,0.10354563549160957,0.0008
19,0.0877830828477939,0.07521041318774223,0.0008
20,0.0916764451066653,0.08270710840821266,0.0008
21,0.08759782911174827,0.08146009609103202,0.0008
22,0.08670222750968404,0.07664544254541397,0.0008
23,0.08245947346919112,0.0717349424958229,0.0008
24,0.0825984924700525,0.06803242862224579,0.0008
25,0.08078470099303457,0.08650583937764168,0.0008
26,0.08056553093923463,0.07002597361803055,0.0008
27,0.08199960173832045,0.07056118935346603,0.0008
28,0.07673874961005317,0.06562664538621903,0.0008
29,0.07621374362872707,0.06454510837793351,0.0008
30,0.0763636072145568,0.07266015157103539,0.0008
31,0.07009186606440279,0.06849896460771561,0.0008
32,0.07247002067665259,0.07692422881722451,0.0008
33,0.07544889514644941,0.08065811097621918,0.0008
34,0.06929791638420688,0.0659254802018404,0.0008
35,0.06257201767630047,0.0613848152756691,0.0004
36,0.058449007554186715,0.06203946024179459,0.0004
37,0.06134538235763709,0.06232877179980278,0.0004
38,0.05737946794264846,0.06084627389907837,0.0004
39,0.056544939469960004,0.06460735663771629,0.0004
40,0.057637589284115366,0.06078182116150856,0.0004
41,0.056972126521997984,0.06476136192679405,0.0004
42,0.055437780974639785,0.059796740263700486,0.0004
43,0.05657310333516863,0.05868410833179951,0.0004
44,0.05248701516952779,0.07298938408493996,0.0004
45,0.053488661497831345,0.060278259366750714,0.0004
46,0.05246778450906277,0.05880987234413624,0.0004
47,0.05315191433661514,0.06427897244691849,0.0004
48,0.05227248962554667,0.05606258042156696,0.0004
49,0.05271196978787581,0.06429673716425896,0.0004
50,0.05110080753763517,0.06639117017388343,0.0004
51,0.049480191096663476,0.05984107330441475,0.0004
52,0.05089792853428258,0.060782230496406554,0.0004
53,0.04657943415972922,0.060893591195344925,0.0004
54,0.04404666590193907,0.06095236346125603,0.0002
55,0.045046521309349274,0.06051389694213867,0.0002
56,0.043419327951139876,0.05517705589532852,0.0002
57,0.043059085864159796,0.0601753406226635,0.0002
58,0.043685394906335405,0.05684948652982712,0.0002
59,0.04229251936078072,0.06429808601737022,0.0002
60,0.04118741849230395,0.06166346803307533,0.0002
61,0.04124803692930275,0.060310625433921815,0.0002
62,0.04003889612853527,0.056677500680089,0.0001
63,0.03858652811911371,0.057046126499772074,0.0001
64,0.03841366737253136,0.059283449724316595,0.0001
65,0.03869372315704823,0.061135868579149245,0.0001
66,0.03770583086543613,0.056196544021368026,0.0001
67,0.036898776185181406,0.058100117072463035,5e-05
68,0.035520458337333465,0.05729799576103687,5e-05
